Description,Product Type,Family Product
"TIRA FF 0,40 NBR6658 OL",TFF OL,TIRA CORTADA
"TIRA FF 0,45 NBR6658 OL",TFF OL,TIRA CORTADA
"TIRA FF 1,50 NBR5915 EEP OL",TFF OL,TIRA CORTADA
"TIRA FF 1,50 NBR5915 EP OL",TFF OL,TIRA CORTADA
"TIRA FF 1,50 NBR6658 OL",TFF OL,TIRA CORTADA
"TIRA FF 1,50 NBR6658 OL",TFF OL,TIRA CORTADA
"TIRA FF 1,90 NBR5915 EP OL",TFF OL,TIRA CORTADA
"TIRA FF 1,90 NBR6658 OL",TFF OL,TIRA CORTADA
"TIRA FF 1,90 SAE1006 OL",TFF OL,TIRA CORTADA
"TIRA FF BOB 0,25 G2L290 BbOL SMODI",TFF OL BOB,FITA
"TIRA FF BOB 0,25 G4RL BbOL",TFF OL BOB,FITA
"TIRA FF BOB 0,25 G4RL BbOL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 0,30 G2L290 BbOL",TFF OL BOB,FITA
"TIRA FF BOB 0,30 G2L290 BbOL SMODI",TFF OL BOB,FITA
"TIRA FF BOB 0,30 G4RL BbOL",TFF OL BOB,FITA
"TIRA FF BOB 0,30 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,30 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,35 G2L290 BbOL",TFF OL BOB,FITA
"TIRA FF BOB 0,35 G2L290 BbOL SMODI",TFF OL BOB,FITA
"TIRA FF BOB 0,35 G4RL BbOL",TFF OL BOB,FITA
"TIRA FF BOB 0,35 G4RL BbOL SMODI",TFF OL BOB,FITA
"TIRA FF BOB 0,35 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 0,35 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,38 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,40 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,40 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,40 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,40 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,45 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 0,45 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,45 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,45 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,45 SAE1006 OL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 0,60 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,60 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 0,60 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,60 NBR6651 EEV OL",TFF OL BOB,FITA
"TIRA FF BOB 0,60 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,60 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,60 SAE1006 OL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 0,70 EMS-EM-1508 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,70 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,75 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,75 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 0,75 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,75 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,75 NBR6658 OL ",TFF OL BOB,FITA
"TIRA FF BOB 0,75 NBR6658 OL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 0,75 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,90 CF21",TFF OL BOB,FITA
"TIRA FF BOB 0,90 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,90 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 0,90 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 0,90 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,90 NBR6658 OL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 0,90 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 0,90 SAE1008 OL MODIH",TFF OL BOB,FITA
"TIRA FF BOB 1,06 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,06 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 1,06 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,06 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 1,20 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,20 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 1,20 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,20 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 1,20 NBR6658 OL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 1,20 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 1,20 SAE1008 OL MODIH",TFF OL BOB,FITA
"TIRA FF BOB 1,20 SAE1008 OL SMODIH",TFF OL BOB,FITA
"TIRA FF BOB 1,48 C1050 MD OL",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR5915 EM OL ",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR6658 OL ",TFF OL BOB,FITA
"TIRA FF BOB 1,50 NBR6658 OL - 2022",TFF OL BOB,FITA
"TIRA FF BOB 1,50 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 1,50 SAE1008 OL MODIH",TFF OL BOB,FITA
"TIRA FF BOB 1,50 SAE1008 OL SMODIH",TFF OL BOB,FITA
"TIRA FF BOB 1,70 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 1,75 EMS-EM-1508 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,90 EMS-ME-1508 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 1,90 NBR5915 EEP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,90 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 1,90 NBR5915 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 1,90 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 1,90 NBR6658 OL ",TFF OL BOB,FITA
"TIRA FF BOB 1,90 SAE1006 OL",TFF OL BOB,FITA
"TIRA FF BOB 2,00 EMS-EM-1508 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 2,25 NBR5915 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 2,25 NBR6658 OL",TFF OL BOB,FITA
"TIRA FF BOB 2,50 EMS-EM-1508 EM OL",TFF OL BOB,FITA
"TIRA FF BOB 2,50 EMS-EM-1508 EP OL",TFF OL BOB,FITA
"TIRA FF BOB 2,50 SEG QUALIDADE OL",TFF OL BOB,FITA
"TIRA FF BOB 2,65 NBR6658 OL",TFF OL BOB,FITA
"TIRA FQ 1,50 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 2,00 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 2,65 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 3,00 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 3,00 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 3,75 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 4,25 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 4,75 NBR6658",TFQ,TIRA CORTADA
"TIRA FQ 4,75 SAE1045",TFQ,TIRA CORTADA
"TIRA FQ BOB 1,80 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 2,00 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 2,25 COS AR COR400",TFQ BOB,FITA
"TIRA FQ BOB 2,25 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 2,50 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 2,65 COS AR COR400",TFQ BOB,FITA
"TIRA FQ BOB 2,65 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 3,00 COS AR COR400",TFQ BOB,FITA
"TIRA FQ BOB 3,00 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 3,75 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 4,25 NBR6658",TFQ BOB,FITA
"TIRA FQ BOB 4,75 COS AR COR400",TFQ BOB,FITA
"TIRA FQ BOB 4,75 NBR6658",TFQ BOB,FITA
"TIRA FQ DEC 2,25 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 2,65 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 2,65 SAE1010 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 3,00 NBR5906 EP OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 3,00 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 3,35 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 3,75 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 4,25 NBR65906 EPA OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 4,25 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 4,75 NBR6658 OL",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC 5,50 16Mn Cr5",TFQ DECOL,TIRA CORTADA
"TIRA FQ DEC BOB 1,80 NBR6658 OL",TFQ DECOL,FITA
"TIRA FQ DEC BOB 1,80 SAE1006 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 EMS-ME-732 LNE230",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 NBR5906 EP OL (MP)",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 NBR6658 CALIBRADA OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 SAE1006 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,00 SAE1045 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,25 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,25 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,25 SAE1045 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,50 EMS-ME-732 LNE230",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,50 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,50 NBR5906 EP OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,50 NBR5906 EPA OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,50 NBR6658 CALIBRADA OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,50 QS1010 ZW OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 ACE P 570L OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 ACE P 570L OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 NBR5906 EP OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 NBR5906 EPA OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 NBR6658 OL - 2022",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 SAE1006 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 SAE1010 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 2,65 SAE1045 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 NBR5906 EP OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 NBR5906 EPA OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 NBR6658 OL ",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 NBR6658 OL - 2022",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 SAE1006 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 SAE1045 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,00 USI RW 350 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,25 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,35 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,35 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,35 SAE1010 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,50 QS1010 ZW OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,75 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,75 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,75 NBR6658 OL - 2022",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,75 SAE1006 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 3,75 SAE1045 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,00 NBR5906 EM OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,00 NBR5906 EPA OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,00 QS1010 ZW OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,25 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,25 SAE1006 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,75 NBR6656 LNE50 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,75 NBR6658 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,75 SAE1006 OL - 2022",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 4,75 SAE1045 OL",TFQ DEC BOB,FITA
"TIRA FQ DEC BOB 5,50 16Mn Cr5",TFQ DEC BOB,FITA
"TIRA GR LTQ  6,30 ASTM A 36",TFQ,TIRA CORTADA
"TIRA GR LTQ  6,30 NBR 8300",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ  8,00 NBR 8300",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ  9,50 NBR 8300",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ  9,50 SAE1010",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ 12,50 ASTM A 36",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ 12,50 NBR8300",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ 6,30 ASTM A 36",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ 6,30 SEGUNDA QUALIDADE",TIRA GR LTQ,TIRA CORTADA
"TIRA GR LTQ DEC 6,30 NBR6656 LNE 38",TIRA GR LTQ DECOL,TIRA CORTADA
"TIRA GR LTQ DEC 6,30 SEGUNDA QUALIDADE",TIRA GR LTQ DECOL,TIRA CORTADA
"TIRA GR LTQ DEC BOB 5,00 NBR8300 OL",TIRA GR LTQ DECOL,TIRA CORTADA
"TIRA GR LTQ DEC BOB 5,50 NBR8300 OL",TIRA GR LTQ DECOL,TIRA CORTADA
"TIRA GR LTQ DEC BOB 6,30 NBR8300",TIRA GR LTQ DECOL,TIRA CORTADA
"TIRA N REV BOB 0,30 NBR6665 T4 OL",TFF OL BOB,FITA
"TIRA N REV BOB 0,30 NBR6665 T61",TFF OL BOB,FITA
"TIRA N REV BOB 0,30 USI BNR 46",TFF OL BOB,FITA
"TIRA N REV BOB 0,30 USI BNR 46 SR",TFF OL BOB,FITA
"TIRA N REV BOB 0,30 USI BNR 46 SR",TFF OL BOB,FITA
"TIRA N REV BOB 0,30 USI BNR 52",TFF OL BOB,FITA
"TIRA ZC 1,25 NBR7008 ZC CR NO REV B",TZC,TIRA CORTADA
"TIRA ZC 2,70 NBR7008 ZC CR NO REV Z275",TZC,TIRA CORTADA
"TIRA ZC BOB < 4,75 SEGUNDA QUALIDADE M",TZC BOB,FITA
"TIRA ZC BOB 0,35 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 0,35 NBR7008 ZC CR NO REV Z2",TZC BOB,FITA
"TIRA ZC BOB 0,43 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 0,43 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 0,50 NBR7008 ZC CR MI REV",TZC BOB,FITA
"TIRA ZC BOB 0,50 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV Z2",TZC BOB,FITA
"TIRA ZC BOB 0,65 NBR7008 ZC CR MI REV",TZC BOB,FITA
"TIRA ZC BOB 0,65 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 0,65 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 0,80 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 0,95 ASTM A 653 CSB Z275 C",TZC BOB,FITA
"TIRA ZC BOB 0,95 NBR7008 ZC CR MI REV",TZC BOB,FITA
"TIRA ZC BOB 0,95 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 0,95 NBR7008 ZC CR MI RV Z275",TZC BOB,FITA
"TIRA ZC BOB 0,95 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 0,95 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 1,11 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 1,11 NBR7008 ZC CR MI RV Z",TZC BOB,FITA
"TIRA ZC BOB 1,11 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 1,21 NBR7008 ZC CR MI RV Z",TZC BOB,FITA
"TIRA ZC BOB 1,24 NBR7008 ZC CR MI RV Z",TZC BOB,FITA
"TIRA ZC BOB 1,25 ASTM A 653 CSB Z275 C",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV Z275",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC CR MI RV Z",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC EXTRAG GI",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC EXTRAG GI REV B",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC HDG USIGAL",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC HDG USIGAL G",TZC BOB,FITA
"TIRA ZC BOB 1,25 NBR7008 ZC HDG USIGAL GI REV B",TZC BOB,FITA
"TIRA ZC BOB 1,55 ASTM A 653 CSB Z275 C",TZC BOB,FITA
"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV",TZC BOB,FITA
"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV B ",TZC BOB,FITA
"TIRA ZC BOB 1,55 NBR7008 ZC CR MI RV Z275",TZC BOB,FITA
"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV Z2",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC CR MI REV B",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z275",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z275",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC HDG USIGAL",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC HDG USIGAL G",TZC BOB,FITA
"TIRA ZC BOB 1,95 NBR7008 ZC HDG USIGAL GI REV B",TZC BOB,FITA
"TIRA ZC BOB 2,30 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 2,30 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB 2,70 NBR7008 ZC CR NO REV",TZC BOB,FITA
"TIRA ZC BOB 2,70 NBR7008 ZC CR NO REV B",TZC BOB,FITA
"TIRA ZC BOB MINIM/PP 0,95 NBR7008 CINZ",TZC BOB,FITA
"TIRA ZC BOB MINIM/PP 0,95 NBR7008 CINZA",TZC BOB,FITA
"TR REL 0,10 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,15 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,20 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,20 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,20 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G2L50 BbOL MOD",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,25 BOB NBR5007 G4RL BbOL PANA",TIRA REL,RELAMINADO
"TR REL 0,26 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,27 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,27 BOB NBR5007 G2L70 Bb",TIRA REL,RELAMINADO
"TR REL 0,27 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 0,28 BOB NBR5007 G2L50 Bb",TIRA REL,RELAMINADO
"TR REL 0,28 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,29 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 0,29 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB DIN1624 ST2LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB DIN1624 ST3LG BbOL MD",TIRA REL,RELAMINADO
"TR REL 0,30 BOB DIN1624 ST4LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,30 BOB MD OL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB MD SR",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G2L290 BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G2L390 BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G4L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,30 BOB NBR5007 G4RL BbOL PANA",TIRA REL,RELAMINADO
"TR REL 0,33 BOB NBR6662 G1070L BbOL",TIRA REL,RELAMINADO
"TR REL 0,34 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,35 BOB DIN1624 ST2LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,35 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR5007 G2L290 BbOL",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR5007 G4RL BbOL PANA",TIRA REL,RELAMINADO
"TR REL 0,35 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,39 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,40 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,40 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,42 BOB DIN1624 ST2LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,45 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,45 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,45 BOB NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,45 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,45 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,47 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,47 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,48 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
